No,Education Level,Specialization,Skills,Certifications,CGPA/Percentage,Recommended Career
19094,Intermediate,Business,"Bitbucket, Swift, Debian, MySQL",Tally ERP,91,Data Entry Operator
19095,Bachelor's,Computer Science,"TCP/IP, Azure, Agile/Scrum, Communication",CompTIA A+,85,IT Support / Help Desk
19096,Bachelor's,Engineering,"NumPy, C, JavaScript, C#",CompTIA Security+,93,Security Engineer
19097,Bachelor's,Computer Science,"Elasticsearch, SQL, Tableau",Coursera ML Specialization,95,Data Scientist
19098,Intermediate,Computer Science,"Confluence, SQL, React Native, C++",React Native Certification,91,Mobile Developer (iOS / Android)
19099,Bachelor's,Computer Science,"Bash/Shell Scripting, Linux (Ubuntu), Kali Linux, TCP/IP",Cisco CCNA,61,Network Engineer
19100,PhD,Commerce,"OOP, CI/CD",Zachman Framework,91,Enterprise Architect
19101,Bachelor's,Engineering,"OOP, C++",Google Cloud Professional,91,Backend Developer
19102,PhD,Computer Science,"GitHub Actions, Go, GitLab",TensorFlow Developer Certificate,68,Machine Learning Engineer
19103,PhD,Engineering,"Spark, GitLab, OOP, Swift (iOS)",Microsoft Power BI,85,Business Intelligence Analyst
19104,Bachelor's,Computer Science,"JavaScript, Kotlin, MongoDB",HashiCorp Terraform,76,DevOps Engineer
19105,Bachelor's,Computer Science,"Docker, GitHub",GitHub Certified,67,Software Engineer / Developer
19106,PhD,Finance,"Jenkins, Jira, Laravel",Splunk Certified,65,SOC Analyst
19107,PhD,Computer Science,"Communication, Spring Boot",DeepLearning.AI Specialization,84,Research Scientist
19108,Bachelor's,Computer Science,"Ruby, C, Agile/Scrum, Jira",Tricentis Tosca,60,QA Engineer / Software Tester
19109,Intermediate,Arts,"SQLite, Kubernetes",AWS Security Specialty,70,Security Engineer
19110,Bachelor's,Engineering,"Jira, Google Cloud, VPN, Windows Server",AWS Certified DevOps Engineer,84,DevOps Engineer
19111,Master's,Science,"Kubernetes, R, Jira",React Native Certification,69,Mobile Developer (iOS / Android)
19112,Bachelor's,Computer Science,"Design Patterns, Metasploit",CKA (Kubernetes),81,DevOps Engineer
19113,Bachelor's,Computer Science,"TypeScript, C",Tableau Desktop Specialist,69,Data Analyst
19114,Bachelor's,Engineering,"Jetpack Compose, Wireshark, Burp Suite",OSCP (Offensive Security),70,Penetration Tester (Ethical Hacker)
19115,Master's,Science,"Load Balancer, Linux (Ubuntu), React Native, Kubernetes",Google Cloud Professional,70,Full Stack Developer
19116,Master's,Computer Science,"REST API, Node.js, CI/CD, Rust",AWS Certified Machine Learning,93,Machine Learning Engineer
19117,PhD,Engineering,"Firewall, Google Cloud, SQL",Microsoft Azure Solutions Architect,89,Solutions Architect
19118,Bachelor's,Science,"Debian, Windows Server",CompTIA Linux+,69,System Administrator
19119,Matric,Commerce,"Data Analysis, Counseling",Google Data Analytics,64,Data Entry Operator
19120,Intermediate,Business,"Kotlin, MySQL",Microsoft Office Specialist,72,Data Entry Operator
19121,Master's,Computer Science,"Spark, GitLab, Microservices, Analytical Thinking",GitHub Certified,63,Software Engineer
19122,Bachelor's,Computer Science,"Confluence, Scikit-learn, VPN",Google Professional ML Engineer,88,ML Engineer
19123,Master's,Computer Science,"Design Patterns, System Design, Data Structures & Algorithms",NVIDIA Deep Learning Institute,85,AI Research Scientist
19124,PhD,Computer Science,"SQL, Scala, Agile/Scrum",DeepLearning.AI Specialization,84,Research Scientist
19125,Master's,Computer Science,Python,AWS Certified,74,Software Engineer
19126,Bachelor's,Science,"C#, Problem Solving, Confluence, Flutter",Meta Front-End Developer,75,Frontend Developer
19127,Bachelor's,Computer Science,"Data Structures & Algorithms, Scala, Kotlin, C#",TensorFlow Developer Certificate,60,Machine Learning Engineer
19128,Bachelor's,Engineering,"Data Analysis, MS Office",AWS Certified,76,Software Engineer
19129,Master's,Computer Science,"PostgreSQL, Elasticsearch, OOP, SQL",GitHub Certified,66,Software Engineer / Developer
19130,Master's,Engineering,"Hadoop, Jenkins, Metasploit",CKA (Kubernetes),88,Platform Engineer
19131,Master's,Business,"Kali Linux, GitHub",PMP,78,IT Consultant
19132,Bachelor's,Computer Science,"GraphQL, Swift (iOS), Django, Problem Solving",Google UX Design Certificate,67,Product Designer
19133,Bachelor's,Computer Science,"Cryptography, C#",Cisco CCNP,60,Network Engineer
19134,PhD,Computer Science,"Penetration Testing, Firebase, Vue",Splunk Certified,67,SOC Analyst
19135,Bachelor's,Computer Science,"Docker, SQL",AWS Certified Machine Learning,66,Machine Learning Engineer
19136,Bachelor's,Finance,"Jira, SQLite, HTML, OWASP",Snowflake SnowPro,70,Data Engineer
19137,Master's,Computer Science,"Agile/Scrum, Azure",TensorFlow Developer Certificate,79,Computer Vision Engineer
19138,Bachelor's,Science,"Scikit-learn, Notion",HP ALM Certified,83,QA Engineer / Software Tester
19139,Master's,Computer Science,"Swift (iOS), OOP, Analytical Thinking, REST API",IBM Data Science Professional,91,Research Scientist
19140,Bachelor's,Psychology,"Spring Boot, Microservices, Scala",Google Professional SRE,69,Site Reliability Engineer (SRE)
19141,Bachelor's,Commerce,"Angular, Technical Writing",NVIDIA Deep Learning,65,Computer Vision Engineer
19142,Master's,Computer Science,"Firewall, Communication, Django, Metasploit",CompTIA Security+,80,Cybersecurity Analyst
19143,PhD,Engineering,"GitLab, Spring Boot, C#, Bitbucket",AWS Certified Developer,82,Frontend Developer
19144,Bachelor's,Computer Science,"Azure, Confluence, Terraform, System Design",AWS Solutions Architect,62,IT Consultant
19145,Intermediate,Computer Science,"Git, Linux (Ubuntu)",HashiCorp Terraform,84,Platform Engineer
19146,Master's,Commerce,"Jira, Load Balancer",Splunk Certified,83,SOC Analyst
19147,Bachelor's,Computer Science,"GraphQL, Problem Solving",TOGAF,93,Solutions Architect
19148,Master's,Computer Science,"Git, Problem Solving",IBM Data Science Professional,79,Research Scientist
19149,Bachelor's,Computer Science,"Firewall, Load Balancer, Power BI, Swift (iOS)",Google Cloud Professional,63,Cloud Engineer
19150,Bachelor's,Computer Science,"Jira, Confluence",TensorFlow Developer Certificate,75,ML Engineer
19151,Bachelor's,Computer Science,"PyTorch, Penetration Testing, Wireshark",Scrum Product Owner (CSPO),79,Product Manager
19152,Matric,Arts,"Communication, SQL, Financial Analysis",Mental Health Basics,70,Software Engineer
19153,Bachelor's,Engineering,"Flask, Technical Writing, PyTorch, Ansible",ITIL Expert,74,IT Consultant
19154,Intermediate,Business,"Debian, TCP/IP",Microsoft Office Specialist,81,Data Entry Operator
19155,Matric,Engineering,Data Analysis,Mental Health Basics,74,Business Analyst
19156,Bachelor's,Computer Science,"OOP, GitLab, Docker, Technical Writing",TOGAF,73,IT Consultant
19157,PhD,Science,"OOP, Confluence, Swift",PMI-ACP,84,Scrum Master / Agile Coach
19158,Bachelor's,Engineering,"Windows Server, Wireshark, GitHub",AWS Security Specialty,89,Security Engineer
19159,Intermediate,Computer Science,"Flutter, Docker",Google Cloud Professional,90,Backend Developer
19160,Bachelor's,Business,"GitHub, REST API, Swift (iOS), Technical Writing",PRINCE2,95,IT Project Manager
19161,Intermediate,Finance,"Python, Communication, Counseling",Digital Marketing,77,ML Engineer
19162,Bachelor's,Computer Science,Laravel,Meta Full Stack Developer,94,Full Stack Developer
19163,Master's,Computer Science,"Go, Hadoop, Communication, Kali Linux",AWS Certified Machine Learning,78,Data Scientist
19164,Bachelor's,Computer Science,"TypeScript, Hadoop, Bash/Shell Scripting, PyTorch",Google Professional ML Engineer,90,ML Engineer
19165,Bachelor's,Psychology,"Machine Learning, Marketing, Accounting",Creative Writing,70,Software Engineer
19166,Bachelor's,Computer Science,"Kotlin, Load Balancer, Swift, CentOS",CompTIA Network+,65,IoT Engineer
19167,Master's,Engineering,"TypeScript, Spark, PostgreSQL",Tableau Desktop Specialist,73,Data Analyst
19168,Intermediate,Finance,"PHP, SQLite, Pandas, Communication",IBM Data Analyst Professional,66,Data Analyst
19169,PhD,Engineering,"Notion, Linux (Ubuntu)",CKA (Kubernetes),71,Platform Engineer
19170,Matric,Science,Data Analysis,Mental Health Basics,86,Software Engineer
19171,Intermediate,Engineering,"Google Cloud, Firewall, R",CompTIA Network+,66,IoT Engineer
19172,Master's,Computer Science,"Flutter, REST API, Python",AWS Certified Developer,94,Software Engineer / Developer
19173,Master's,Engineering,"Firebase, Kubernetes",Snowflake SnowPro,79,Data Engineer
19174,PhD,Computer Science,"Communication, C, Spring Boot, Kotlin",Google Professional ML Engineer,91,AI Research Scientist
19175,Bachelor's,Business,"R, Microservices, Kubernetes",Oracle Java Certified,83,Backend Developer
19176,Master's,Commerce,"Swift, Tableau, Design Patterns, HTML",Google Cloud Professional,80,Backend Developer
19177,Bachelor's,Engineering,"CentOS, Notion, CSS",HashiCorp Terraform,83,DevOps Engineer
19178,Bachelor's,Business,"C#, Elasticsearch, Cryptography, Cassandra",Meta Full Stack Developer,83,Full Stack Developer
19179,Intermediate,Computer Science,"Bash/Shell Scripting, System Design, Kotlin/Java (Android)",Unity Certified Developer,65,AR/VR Developer
19180,PhD,Computer Science,"Confluence, Jenkins",TensorFlow Developer Certificate,85,ML Engineer
19181,Master's,Business,"Agile/Scrum, REST API, CentOS",Certified Blockchain Developer,76,Blockchain Developer
19182,Bachelor's,Business,"Subnetting, React Native, GraphQL",IBM QRadar,81,SOC Analyst
19183,Master's,Computer Science,"Scala, Ruby",NVIDIA Deep Learning Institute,80,AI Research Scientist
19184,Master's,Computer Science,"Metasploit, CentOS, Firebase, Kubernetes",CISM,82,Cybersecurity Analyst
19185,Bachelor's,Engineering,"Analytical Thinking, Design Patterns, Bash/Shell Scripting, Windows Server",CKA (Kubernetes),74,DevOps Engineer
19186,Bachelor's,Computer Science,"Swift, Notion, Microservices, Docker",Google Associate Cloud Engineer,80,Software Engineer / Developer
19187,PhD,Computer Science,"Kotlin/Java (Android), Microservices, OOP",Coursera ML Specialization,80,ML Engineer
19188,Intermediate,Engineering,"C#, REST API, Docker, Next.js",AWS Certified Developer,77,Full Stack Developer
19189,Bachelor's,Arts,"GraphQL, NumPy, Data Structures & Algorithms",CISM,77,Cryptographer
19190,Intermediate,Arts,"Spark, PyTorch",Microsoft Power BI,65,Data Analyst
19191,Master's,Business,"Machine Learning, SQL",CFA Level 1,70,Software Engineer
19192,Master's,Computer Science,"SQLite, R, Swift, Analytical Thinking",Google Professional ML Engineer,78,AI Research Scientist
19193,PhD,Finance,"TCP/IP, Scikit-learn, PyTorch",PMI-ACP,86,Scrum Master / Agile Coach
19194,Bachelor's,Computer Science,"Terraform, Jira, Confluence",CKA (Kubernetes),71,DevOps Engineer
19195,Bachelor's,Computer Science,"Kubernetes, Debian, Kotlin/Java (Android)",CompTIA Security+,80,Cybersecurity Analyst
19196,Bachelor's,Engineering,"Python, C#, Jira, Design Patterns",Google Associate Cloud Engineer,85,Software Engineer / Developer
19197,Master's,Computer Science,"Go, Confluence, Microservices, SQLite",Meta Full Stack Developer,71,Full Stack Developer
19198,Bachelor's,Computer Science,"Kotlin, Ruby, Power BI",Google Professional Data Engineer,66,Data Engineer
19199,PhD,Computer Science,"React Native, Go, CI/CD, Tableau",AWS Certified Machine Learning,85,Machine Learning Engineer
19200,Bachelor's,Computer Science,"CSS, OSI Model, Windows Server",CompTIA Network+,71,Network Engineer
19201,Master's,Computer Science,"Communication, Windows Server, OSI Model",Google Professional ML Engineer,77,AI Research Scientist
19202,Master's,Computer Science,"Git, Firebase, System Design",Zachman Framework,78,Enterprise Architect
19203,Bachelor's,Computer Science,"Agile/Scrum, CentOS, Firewall",AIPMM CPM,93,Product Manager
19204,PhD,Engineering,"Cassandra, Microservices",Databricks Associate,71,Data Engineer
19205,Bachelor's,Computer Science,"AWS, JavaScript, TensorFlow, Go",TensorFlow Developer Certificate,92,ML Engineer
19206,Bachelor's,Science,"Design Patterns, Azure, Kali Linux, Docker",Zachman Framework,62,Enterprise Architect
19207,Bachelor's,Computer Science,"PowerShell, Technical Writing, Node.js",Microsoft SQL Server Certification,85,Database Administrator (DBA)
19208,Bachelor's,Engineering,"Power BI, Linux (Ubuntu), Redis, Spark",IBM Business Analytics,72,Business Intelligence Analyst
19209,Bachelor's,Computer Science,"SQLite, Hadoop",Cisco CCNP,71,Network Engineer
19210,Bachelor's,Computer Science,"System Design, Java",Google Technical Writing,62,Technical Writer
19211,Bachelor's,Psychology,"Angular, Cassandra",AWS Certified Developer,85,Frontend Developer
19212,Bachelor's,Computer Science,"GitHub Actions, Cassandra, Jira",Google Associate Cloud Engineer,73,Software Engineer
19213,Master's,Psychology,"Communication, Azure",freeCodeCamp Certification,80,Frontend Developer
19214,Bachelor's,Business,"Data Structures & Algorithms, Hadoop",PMI-PBA,95,Business Analyst
19215,PhD,Arts,SQL,Mental Health Basics,63,Data Entry Operator
19216,Master's,Computer Science,"OWASP, Ruby, GraphQL, SQL",AWS Certified Developer,84,Software Engineer
19217,Bachelor's,Business,"GraphQL, CentOS, HTTP/HTTPS",Google Project Management,63,Product Manager
19218,Bachelor's,Computer Science,"Bash/Shell Scripting, C++, Cassandra",HDI Support Center Analyst,93,IT Support / Help Desk
19219,Bachelor's,Engineering,"Bash/Shell Scripting, GitHub Actions, Debian, Scala",Docker Certified Associate,60,DevOps Engineer
19220,PhD,Engineering,"Subnetting, GitLab, Communication, Kotlin/Java (Android)",Figma Professional,78,Product Designer
19221,Matric,Business,"Elasticsearch, HTTP/HTTPS",Tableau Desktop Specialist,84,Data Analyst
19222,Bachelor's,Arts,"React Native, Terraform, DNS",Red Hat RHCSA,65,System Administrator
19223,Master's,Engineering,"MySQL, Kotlin/Java (Android), Firewall",Meta Full Stack Developer,84,Full Stack Developer
19224,Matric,Computer Science,"Spring Boot, PHP, Rust",Google Cloud Professional,69,Backend Developer
19225,Intermediate,Commerce,"TCP/IP, Vue, Elasticsearch, PowerShell",CompTIA IT Fundamentals,92,Data Entry Operator
19226,Bachelor's,Computer Science,"GitHub Actions, MySQL",CompTIA Network+,66,Network Engineer
19227,Bachelor's,Computer Science,"PyTorch, SQL",Oracle DBA Certified,78,Database Administrator (DBA)
19228,Master's,Engineering,"PowerShell, Technical Writing",Adobe Certified Professional,88,Product Designer
19229,Master's,Computer Science,"R, DNS",CISM,87,Cybersecurity Analyst
19230,Bachelor's,Computer Science,"JavaScript, TypeScript",CKA (Kubernetes),83,Site Reliability Engineer (SRE)
19231,Master's,Computer Science,"Ansible, Django, SIEM",Ethereum Developer Certification,73,Blockchain Developer
19232,Bachelor's,Psychology,"Git, OWASP",Google Cloud Professional,79,Full Stack Developer
19233,Bachelor's,Business,"Communication, Power BI",Microsoft Power BI,91,Business Analyst
19234,Bachelor's,Engineering,"MySQL, Bash/Shell Scripting, Kubernetes",Microsoft SQL Server Certification,65,Database Administrator (DBA)
19235,Master's,Computer Science,"Spring Boot, Firewall, Git",GitHub Certified,60,Software Engineer
19236,Bachelor's,Engineering,"DNS, Burp Suite",GitHub Certified,75,Software Engineer / Developer
19237,Master's,Computer Science,"Firewall, Vue",HashiCorp Terraform,92,Cloud Engineer
19238,PhD,Computer Science,"Terraform, Problem Solving, Debian, Python",Google Professional SRE,91,Site Reliability Engineer (SRE)
19239,Bachelor's,Computer Science,"Java, C++",NVIDIA Deep Learning,92,Computer Vision Engineer
19240,Bachelor's,Computer Science,"System Design, PostgreSQL, Bash/Shell Scripting",Google Data Analytics,94,Data Scientist
19241,Bachelor's,Engineering,"HTTP/HTTPS, React Native, Laravel, CI/CD",CompTIA Linux+,63,System Administrator
19242,Master's,Engineering,"AWS, MySQL",Microsoft MCSA,95,System Administrator
19243,Bachelor's,Engineering,"Cassandra, Angular, OWASP",eJPT,77,Penetration Tester (Ethical Hacker)
19244,Bachelor's,Commerce,"Problem Solving, Jetpack Compose, Confluence, JavaScript",Snowflake SnowPro,79,Data Engineer
19245,Master's,Business,"Terraform, GraphQL, Jenkins",Scrum Master (CSM),66,IT Project Manager
19246,Bachelor's,Computer Science,"Design Patterns, Kali Linux",PMI-ACP,72,Product Manager
19247,Master's,Finance,"TensorFlow, GitHub, CentOS",IBM Business Analytics,95,Business Intelligence Analyst
19248,Bachelor's,Business,"OOP, System Design",HP ALM Certified,80,QA Engineer / Software Tester
19249,Bachelor's,Computer Science,"Swift (iOS), HTTP/HTTPS, Load Balancer, TCP/IP",eJPT,92,Penetration Tester (Ethical Hacker)
19250,Bachelor's,Engineering,"Elasticsearch, Jira, OSI Model",Google Associate Cloud Engineer,84,Software Engineer
19251,Intermediate,Engineering,"HTML, Data Structures & Algorithms, Microservices, OSI Model",AWS Solutions Architect,63,IT Consultant
19252,Bachelor's,Engineering,"Metasploit, Redis, Kubernetes, Flutter",freeCodeCamp Certification,83,Frontend Developer
19253,Bachelor's,Commerce,"Python, Communication",,60,Data Entry Operator
19254,Intermediate,Business,"Flutter, System Design, Jetpack Compose, Swift (iOS)",Microsoft Office Specialist,85,Data Entry Operator
